10.07,23.001023769378662,nan,0.0,nan,0.10071501532175689,nan,0.1044776119402985,nan,nan,nan,nan,0.0,0.0,0.0,0.986,0.0,0.021,0.0,0.0,0.0,0.0
11.12,22.969789266586304,nan,0.10459552687214865,nan,0.12038140643623362,nan,nan,nan,nan,0.5897435897435898,0.35555555555555557,0.0,0.94,0.0,0.101,0.0,0.0,0.0,0.0,0.023,0.048
10.96,22.937788486480713,0.5833333333333334,0.09696,nan,nan,nan,nan,nan,nan,nan,0.2936378466557912,0.007,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
15.3,22.889663219451904,0.21726010863005432,0.09447943682845499,nan,nan,nan,0.28415300546448086,nan,nan,nan,0.22013034033309195,0.36,0.51,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.608
12.09,22.822816610336304,0.3940677966101695,0.10142918088737202,nan,nan,nan,0.4,nan,nan,0.5892857142857143,0.35793357933579334,0.093,0.951,0.0,0.0,0.0,0.002,0.0,0.0,0.066,0.097
16.83,22.701327562332153,0.15798831597663196,0.12015503875968993,nan,0.18527607361963191,nan,0.375,nan,nan,0.5084745762711864,0.28139085640695427,0.622,0.434,0.0,0.151,0.0,0.009,0.0,0.0,0.03,0.437
22.38,22.515098333358765,0.20008478168715557,0.19962335216572505,0.35384615384615387,0.16188524590163936,nan,0.5384615384615384,0.2502951593860685,0.18706697459584296,0.3114754098360656,0.2884739214423696,0.472,0.212,0.069,0.395,0.0,0.007,0.212,0.081,0.342,0.448
20.58,22.208823680877686,0.22132471728594508,0.13628522139160437,nan,0.225,0.0,0.20833333333333334,0.21370967741935484,nan,0.3660130718954248,0.265807962529274,0.411,0.474,0.0,0.018,0.0,0.265,0.212,0.0,0.224,0.454
21.16,21.945379972457886,0.25874125874125875,0.16666666666666666,nan,nan,nan,0.1706676669167292,0.2179386309992132,nan,0.2548036758563074,0.2298267849598648,0.333,0.202,0.0,0.0,0.0,0.455,0.277,0.0,0.305,0.544
22.22,21.725932121276855,0.24206596141879277,0.2085235920852359,0.36619718309859156,0.21754385964912282,nan,0.20143487858719647,0.18902991840435177,0.19291338582677164,0.28554502369668244,0.23674911660777384,0.389,0.137,0.026,0.062,0.0,0.365,0.417,0.049,0.241,0.536
22.01,21.583528518676758,0.29810901001112344,0.2206896551724138,nan,0.19318181818181818,nan,0.1891891891891892,0.19605861546235473,0.15360824742268042,0.28996692392502754,0.24512137077582105,0.268,0.16,0.0,0.017,0.0,0.441,0.388,0.149,0.263,0.515
23.03,21.578482627868652,0.22926829268292684,0.24347826086956523,nan,0.23076923076923078,0.23793103448275862,0.21144674085850557,0.22561380225613803,0.1588785046728972,0.2526446795270691,0.25372393247269115,0.376,0.112,0.0,0.018,0.138,0.266,0.34,0.136,0.406,0.511
23.19,21.436587810516357,0.27873303167420815,0.1830065359477124,0.37142857142857144,0.1917808219178082,0.3155080213903743,0.25247971145175835,0.21939136588818117,0.19873150105708245,0.24930167597765363,0.23240033927056827,0.308,0.252,0.013,0.098,0.059,0.28,0.31,0.094,0.357,0.548
24.21,21.35138249397278,0.2585499316005472,0.22847682119205298,0.328125,0.1875,0.2862453531598513,0.2088374539715939,0.22582826233941852,0.2427536231884058,0.25630468347915597,0.2721598002496879,0.378,0.138,0.021,0.075,0.077,0.397,0.334,0.067,0.498,0.436
24.17,21.23903226852417,0.23670368205727646,0.22575757575757577,nan,0.21495327102803738,0.22493224932249323,0.21677495569994093,0.2826797385620915,0.2222222222222222,0.2726054922973878,0.2523854961832061,0.405,0.149,0.0,0.046,0.249,0.367,0.173,0.092,0.407,0.529
24.02,21.105718851089478,0.25561426684280053,0.21285140562248997,0.5714285714285714,0.1921182266009852,0.375,0.21729490022172948,0.23779385171790235,0.2073310423825888,0.29180327868852457,0.2474636082928981,0.387,0.159,0.004,0.078,0.021,0.392,0.263,0.181,0.356,0.561
24.22,21.09967064857483,0.21808246398410333,0.24145785876993167,0.2527881040892193,0.1721170395869191,0.5,0.2668488160291439,0.21883116883116882,0.23314285714285715,0.3056807935076646,0.2567829457364341,0.439,0.106,0.068,0.1,0.006,0.293,0.337,0.204,0.339,0.53
25.55,21.01025414466858,0.2559840425531915,0.2968036529680365,0.24029126213592233,0.20218579234972678,0.2818181818181818,0.24667133847231956,0.2559760956175299,0.2413793103448276,0.28516129032258064,0.24888093106535364,0.385,0.065,0.099,0.111,0.155,0.352,0.257,0.133,0.442,0.556
25.76,20.85822057723999,0.2564276048714479,0.2864963503649635,0.3161764705882353,0.22877358490566038,0.35537190082644626,0.2862453531598513,0.22545454545454546,0.22330097087378642,0.3579387186629526,0.2411717495987159,0.379,0.157,0.043,0.097,0.086,0.308,0.372,0.276,0.257,0.601
26.29,20.872166395187378,0.21780756342747726,0.26173285198555957,0.3270440251572327,0.19295154185022026,0.27600554785020803,0.28960155490767736,0.3148148148148148,0.2960199004975124,0.30507343124165553,0.27377680043980207,0.455,0.145,0.052,0.219,0.199,0.298,0.187,0.119,0.457,0.498
26.71,20.71773052215576,0.2669260700389105,0.26199261992619927,0.34,0.20334261838440112,0.5263157894736842,0.2845814977973568,0.24765957446808512,0.24162679425837322,0.27703984819734345,0.2921279212792128,0.343,0.142,0.034,0.146,0.03,0.323,0.291,0.303,0.584,0.475
27.36,20.55170702934265,0.29209302325581393,0.2654494382022472,0.3502824858757062,0.18863955119214587,0.4634146341463415,0.32712456344586727,0.2388178913738019,0.27845303867403315,0.3039271485486625,0.2878619153674833,0.314,0.189,0.062,0.269,0.019,0.281,0.299,0.252,0.534,0.517
27.87,20.420762300491333,0.259180790960452,0.2977941176470588,0.28994082840236685,0.21428571428571427,0.43356643356643354,0.27709861450692747,0.2324621733149931,0.28280773143438453,0.3152439024390244,0.29214717188358047,0.367,0.162,0.098,0.093,0.062,0.34,0.338,0.278,0.517,0.532
27.8,20.291800260543823,0.24069767441860465,0.2587108013937282,0.3505747126436782,0.20681265206812652,0.3902439024390244,0.3631578947368421,0.22044728434504793,0.31137088204038255,0.36617100371747213,0.2723342939481268,0.414,0.297,0.061,0.085,0.048,0.276,0.345,0.293,0.394,0.567
28.59,20.229334235191345,0.21741198858230257,0.3132183908045977,0.335,0.25869565217391305,0.4074074074074074,0.32625698324022345,0.2673684210526316,0.274765003615329,0.35271317829457366,0.29751191106405506,0.457,0.218,0.067,0.119,0.055,0.292,0.254,0.38,0.455,0.562
30.02,19.888132095336914,0.28483920367534454,0.2668112798264642,0.32802547770700635,0.22857142857142856,0.3547008547008547,0.3185053380782918,0.24301886792452831,0.31221719457013575,0.375,0.3306744017403916,0.372,0.369,0.103,0.144,0.083,0.358,0.322,0.345,0.45,0.456
30.19,19.859121680259705,0.2629278951201748,0.3145833333333333,0.30472103004291845,0.3333333333333333,0.30197268588770865,0.3311320754716981,0.239556135770235,0.3263506063947078,0.3528138528138528,0.3087697929354446,0.361,0.302,0.142,0.005,0.199,0.351,0.367,0.296,0.489,0.507
30.75,19.63874650001526,0.2653352353780314,0.33514246947082765,0.3424657534246575,0.23157894736842105,0.33405639913232105,0.2965753424657534,0.2828282828282828,0.31756756756756754,0.3701492537313433,0.2935606060606061,0.372,0.247,0.075,0.022,0.154,0.433,0.28,0.376,0.496,0.62
32.35,19.46637272834778,0.31445904954499493,0.3474676089517079,0.2735527809307605,0.29245283018867924,0.3287671232876712,0.3378119001919386,0.29322548028311424,0.3301805674978504,0.32155657962109574,0.35874439461883406,0.311,0.295,0.241,0.062,0.192,0.352,0.29,0.384,0.628,0.48
32.25,19.332112908363342,0.2688311688311688,0.34560570071258906,0.26534466477809254,0.297029702970297,0.3061797752808989,0.3592630501535312,0.2948328267477204,0.3635371179039301,0.3795180722891566,0.3399875233936369,0.414,0.291,0.281,0.06,0.218,0.351,0.291,0.333,0.441,0.545
33.26,19.11134135723114,0.3868312757201646,0.3729903536977492,0.2636734693877551,0.2781316348195329,0.3390625,0.352112676056338,0.358974358974359,0.26895306859205775,0.42411642411642414,0.36900369003690037,0.282,0.348,0.323,0.131,0.217,0.325,0.196,0.596,0.408,0.5
33.21,18.931622862815857,0.3083832335329341,0.4196816208393632,0.29295426452410384,0.22781065088757396,0.3323308270676692,0.30801393728223,0.33153638814016173,0.2891566265060241,0.44415584415584414,0.3846743295019157,0.412,0.29,0.237,0.077,0.221,0.442,0.246,0.552,0.342,0.502
33.55,18.932854890823364,0.27078384798099764,0.4214876033057851,0.2496894409937888,0.3415841584158416,0.3621867881548975,0.40620957309184996,0.3433734939759036,0.3300970873786408,0.35901162790697677,0.42919389978213507,0.456,0.306,0.402,0.069,0.159,0.314,0.285,0.476,0.494,0.394
33.96,18.672990202903748,0.2903225806451613,0.37142857142857144,0.3434065934065934,0.27898550724637683,0.3218249075215783,0.35907723169508526,0.34813753581661894,0.3100061387354205,0.38972809667673713,0.35145151327980234,0.378,0.364,0.125,0.077,0.261,0.358,0.243,0.505,0.516,0.569
34.3,18.619362115859985,0.30247349823321557,0.48541666666666666,0.2822719449225473,0.26666666666666666,0.34708392603129445,0.3314696485623003,0.36394557823129253,0.32273838630806845,0.352411575562701,0.4664310954063604,0.428,0.233,0.328,0.096,0.244,0.415,0.214,0.528,0.548,0.396
35.25,18.232057690620422,0.3684782608695652,0.41847826086956524,0.2680722891566265,0.2608695652173913,0.34221598877980364,0.3282863041982106,0.3682678311499272,0.3935546875,0.37002652519893897,0.3911290322580645,0.339,0.308,0.356,0.102,0.244,0.477,0.253,0.403,0.558,0.485
35.53,18.199230432510376,0.3814773980154355,0.40620782726045884,0.2625806451612903,0.27837837837837837,0.3954154727793696,0.34938775510204084,0.36403508771929827,0.37441130298273156,0.4202172096908939,0.35290663534938344,0.346,0.301,0.407,0.103,0.138,0.428,0.249,0.477,0.503,0.601
35.05,18.173105359077454,0.3869047619047619,0.47586206896551725,0.24485253199777407,0.2642857142857143,0.3227445997458704,0.36363636363636365,0.36589147286821705,0.3249561659848042,0.3723404255319149,0.473928157589803,0.325,0.276,0.44,0.037,0.254,0.412,0.236,0.556,0.56,0.409
35.49,17.967785358428955,0.3302891933028919,0.4691588785046729,0.25896934116112197,0.26861702127659576,0.3943217665615142,0.3441265060240964,0.3652618135376756,0.37993680884676145,0.40080645161290324,0.39755351681957185,0.434,0.251,0.397,0.101,0.125,0.457,0.286,0.481,0.497,0.52
35.28,17.98561656475067,0.3210445468509985,0.44880546075085326,0.31242460796139926,0.26717557251908397,0.3182844243792325,0.4263157894736842,0.345367027677497,0.3450952717007763,0.35612366230677767,0.3820395738203957,0.418,0.263,0.259,0.105,0.282,0.324,0.287,0.489,0.599,0.502
36.85,17.67230188846588,0.3927461139896373,0.4597222222222222,0.27705295471987723,0.29118773946360155,0.28865979381443296,0.41204250295159384,0.3343166175024582,0.3877381938690969,0.44724556489262374,0.39622641509433965,0.379,0.331,0.361,0.152,0.28,0.349,0.34,0.468,0.479,0.546
35.17,17.942335963249207,0.3314785373608903,0.4853801169590643,0.2654798761609907,0.25426944971537,0.3583815028901734,0.34487951807228917,0.36644295302013424,0.3892988929889299,0.34769947582993593,0.4306784660766962,0.417,0.249,0.343,0.134,0.186,0.458,0.273,0.422,0.597,0.438
37.35,17.524644374847412,0.4004127966976264,0.4533898305084746,0.27240649258997884,0.2752808988764045,0.34788937409024745,0.37088815789473684,0.37160493827160496,0.3973568281938326,0.49353448275862066,0.36189402480270577,0.388,0.321,0.386,0.098,0.239,0.451,0.301,0.451,0.458,0.642
36.91,17.54308581352234,0.36913357400722024,0.5044563279857398,0.2657295850066934,0.2664714494875549,0.3629032258064516,0.3816287878787879,0.3969465648854962,0.36442371752165226,0.42127659574468085,0.4272013949433304,0.409,0.283,0.397,0.182,0.225,0.403,0.26,0.547,0.495,0.49
37.61,17.33382499217987,0.35313001605136435,0.4131534569983137,0.2770167427701674,0.31954887218045114,0.3553398058252427,0.43414634146341463,0.3355965082444229,0.4165154264972777,0.41788743253662297,0.42946708463949845,0.44,0.49,0.364,0.17,0.183,0.356,0.346,0.459,0.542,0.411
37.1,17.341642022132874,0.3319386331938633,0.43190184049079755,0.3128491620111732,0.25,0.33114035087719296,0.3626062322946176,0.37182741116751267,0.39348370927318294,0.4370503597122302,0.37994542974079126,0.476,0.352,0.224,0.037,0.302,0.512,0.293,0.471,0.486,0.557
37.2,17.227386355400085,0.35829307568438,0.40342960288808666,0.26188925081433223,0.29906542056074764,0.362657091561939,0.42059145673603504,0.3619631901840491,0.391304347826087,0.4281984334203655,0.4113655640373198,0.445,0.447,0.402,0.064,0.202,0.384,0.295,0.504,0.492,0.485
36.26,17.380027890205383,0.33243787777031564,0.4085487077534791,0.2553050397877984,0.2684563758389262,0.3691148775894539,0.37052810902896083,0.400352733686067,0.3528645833333333,0.44410569105691056,0.4337121212121212,0.495,0.411,0.385,0.04,0.196,0.435,0.227,0.542,0.437,0.458
36.54,17.344331860542297,0.31149493746277546,0.44192256341789055,0.2765089722675367,0.2817258883248731,0.3276283618581907,0.39755351681957185,0.3930131004366812,0.43917525773195876,0.4104095563139932,0.3889728096676737,0.523,0.331,0.339,0.111,0.268,0.39,0.27,0.426,0.481,0.515
37.48,17.191701650619507,0.38733031674208146,0.42401960784313725,0.2782152230971129,0.2589928057553957,0.39433962264150946,0.3261363636363636,0.4422657952069717,0.39035087719298245,0.42492260061919507,0.41232986389111287,0.428,0.346,0.318,0.072,0.209,0.574,0.203,0.534,0.549,0.515
37.04,17.322202920913696,0.3047722342733189,0.4301929625425653,0.270977675134719,0.3165829145728643,0.2975206611570248,0.48179271708683474,0.42105263157894735,0.47759282970550576,0.4140625,0.4495798319327731,0.562,0.379,0.352,0.189,0.36,0.344,0.24,0.373,0.477,0.428
37.34,17.195587992668152,0.3226229508196721,0.3773755656108597,0.29891838741396265,0.33433734939759036,0.35117493472584854,0.44472681067344344,0.3888888888888889,0.3882896764252696,0.4251592356687898,0.3956386292834891,0.492,0.417,0.304,0.111,0.269,0.35,0.245,0.504,0.534,0.508
38.77,16.93417525291443,0.3598130841121495,0.4404517453798768,0.2733433734939759,0.32790224032586557,0.36336779911373707,0.45115681233933164,0.3938356164383562,0.3824915824915825,0.44093178036605657,0.4662983425414365,0.462,0.429,0.363,0.161,0.246,0.351,0.345,0.568,0.53,0.422
